,score,score,score,score,score,score,norm,norm,norm,norm,norm,norm,pval,pval,pval,pval,pval,pval
,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
source,,,,,,,,,,,,,,,,,,
Ras signaling pathway Homo sapiens hsa04014,0.4907999,0.21710518,0.3872607,0.26170903,0.67167884,0.6510816,0.86502564,0.94352657,0.9628343,1.0903399,0.9958705,0.99712914,0.97,0.7222222,0.677,0.23322684,0.539,0.525
Regulation of actin cytoskeleton Homo sapiens hsa04810,0.521028,-0.29392046,0.38573366,-0.23718195,0.66957664,0.6492196,0.91563416,-0.89587,0.9582672,-0.8755711,0.9926004,0.9927828,0.884,0.72727275,0.684,0.74563956,0.602,0.591
Regulation of autophagy Homo sapiens hsa04140,0.7582559,0.39708558,0.5410944,0.4158908,0.6203236,0.61352444,1.2758622,1.1159295,1.1834507,1.1125094,0.86272985,0.8767186,0.077077076,0.29473683,0.20570265,0.30232558,0.959,0.938
Regulation of lipolysis in adipocytes Homo sapiens hsa04923,0.58416516,0.23891036,0.46459562,-0.2609289,0.65678686,0.62638676,0.9986302,0.8143983,1.0922008,-0.7851343,0.9470575,0.9301621,0.512,0.82681566,0.289,0.80775446,0.853,0.911
Renal cell carcinoma Homo sapiens hsa05211,0.6540495,-0.36891678,0.3672355,-0.45158052,0.7189543,0.68855333,1.1223924,-1.0149415,0.8846664,-1.4110402,1.0407802,1.0276219,0.145,0.47142857,0.776,0.0543131,0.168,0.273
Renin secretion Homo sapiens hsa04924,0.56919193,-0.29089642,0.4976369,-0.25765002,0.72696304,0.69701654,0.97570115,-0.7583966,1.1741803,-0.77859324,1.0438552,1.0310413,0.586,0.8277983,0.155,0.82428116,0.194,0.269
Renin-angiotensin system Homo sapiens hsa04614,0.69123083,-0.5165618,0.5690092,-0.4767117,0.7477759,0.7181428,1.1464479,-1.1409063,1.2232167,-1.1250287,1.0277461,1.0121815,0.25353536,0.31086656,0.19258496,0.31382978,0.389,0.426
Retinol metabolism Homo sapiens hsa00830,0.4426917,0.311548,0.45443508,0.6247483,0.7318815,0.71891135,0.7326289,0.8578595,1.0082576,1.6451964,1.0163324,1.0287266,0.911,0.68907565,0.48634985,0.011682243,0.412,0.365
Retrograde endocannabinoid signaling Homo sapiens hsa04723,0.54460293,0.2708996,0.42138854,0.25232443,0.6849784,0.64816993,0.94570434,1.006537,1.023403,0.91429657,1.0018724,0.9772464,0.701,0.44036698,0.44844845,0.6627907,0.473,0.719
Rheumatoid arthritis Homo sapiens hsa05323,0.562303,-0.35363534,0.3117138,-0.24514969,0.62550676,0.60275376,0.9651773,-0.97519404,0.74390376,-0.75659037,0.90388656,0.89810055,0.621,0.5053635,0.943,0.87261146,0.986,0.987
Ribosome Homo sapiens hsa03010,0.6128586,-0.4139425,0.40320206,0.260317,0.7040086,0.6871709,1.0642906,-1.2057393,0.98612845,0.9705332,1.0307835,1.036634,0.25,0.17272727,0.559,0.54473686,0.192,0.165
Ribosome biogenesis in eukaryotes Homo sapiens hsa03008,0.5670722,-0.3052278,0.42933616,-0.25105748,0.7238357,0.7074905,0.9777641,-0.85351586,1.0347947,-0.8000675,1.0507373,1.0586089,0.574,0.7262181,0.431,0.8208469,0.118,0.106
SNARE interactions in vesicular transport Homo sapiens hsa04130,0.56211156,-0.24970585,0.3335661,0.28641018,0.72756994,0.7175702,0.95071036,-0.6246723,0.7590405,0.8173004,1.0326027,1.0470662,0.613,0.95963544,0.8786359,0.7117795,0.305,0.233
Salivary secretion Homo sapiens hsa04970,0.4853544,0.262208,0.49131882,-0.23173666,0.63993233,0.62053424,0.8331333,0.93800133,1.1730031,-0.73164976,0.9269753,0.92617464,0.919,0.5732484,0.136,0.900161,0.945,0.939
Salmonella infection Homo sapiens hsa05132,0.559731,-0.2395388,0.3095622,0.30179968,0.6432391,0.6274075,0.9615483,-0.6625283,0.737904,1.0325588,0.935219,0.9406202,0.634,0.93875146,0.958,0.37297297,0.927,0.901
Selenocompound metabolism Homo sapiens hsa00450,0.7235702,0.48851636,0.5152704,-0.30581573,0.7581469,0.7478676,1.1648072,1.1861868,1.0902275,-0.68444103,1.0372101,1.0490671,0.22535211,0.23717949,0.3770661,0.8426573,0.342,0.309
Serotonergic synapse Homo sapiens hsa04726,0.56501997,0.33886537,0.5538523,-0.24717277,0.7148532,0.6974779,0.9820255,1.2723696,1.3426585,-0.8122557,1.0454886,1.0522095,0.572,0.10619469,0.003,0.81696427,0.104,0.097
Shigellosis Homo sapiens hsa05131,0.57368445,-0.47114727,0.3685205,-0.3721266,0.6893786,0.6631695,0.98234874,-1.29976,0.87435454,-1.1598666,0.99966824,0.9910636,0.574,0.098130845,0.809,0.24566929,0.469,0.543
Signaling pathways regulating pluripotency of stem cells Homo sapiens hsa04550,0.52004707,0.2194709,0.3104071,-0.25580627,0.6706372,0.65061414,0.9122708,0.87898564,0.76113826,-0.9015597,0.9896157,0.99112546,0.845,0.85507244,0.981,0.65349543,0.616,0.58
Small cell lung cancer Homo sapiens hsa05222,0.55015415,-0.27170032,0.36384296,0.31820655,0.65583175,0.6330904,0.9527386,-0.77572304,0.8787513,1.1270143,0.9575058,0.953769,0.682,0.82543355,0.809,0.22284123,0.853,0.878
Sphingolipid metabolism Homo sapiens hsa00600,0.4700775,-0.50624454,0.5332917,-0.32055408,0.6265899,0.6174059,0.7954759,-1.2812256,1.2505996,-0.9271432,0.89445055,0.9083838,0.913,0.15308642,0.098,0.57666665,0.976,0.951
Sphingolipid signaling pathway Homo sapiens hsa04071,0.5536681,-0.2234847,0.41611657,0.25512096,0.6538096,0.6127893,0.96720004,-0.6508821,1.0148435,0.9532244,0.96093255,0.92886466,0.64,0.97055614,0.465,0.5488959,0.884,0.982
Spliceosome Homo sapiens hsa03040,0.5025596,-0.30985472,0.32730433,-0.28714028,0.69988155,0.67865384,0.87738323,-0.9076322,0.80248654,-1.0013076,1.029251,1.0307221,0.906,0.6692478,0.947,0.44144145,0.185,0.199
Staphylococcus aureus infection Homo sapiens hsa05150,0.4696349,-0.5246571,0.67932034,-0.26086736,0.7030082,0.68976563,0.7873429,-1.2407007,1.5264338,-0.66753685,0.9838136,0.9933834,0.8778779,0.18965517,0.0040241447,0.8980322,0.571,0.516
Starch and sucrose metabolism Homo sapiens hsa00500,0.5098097,-0.29241428,0.3630464,0.35864612,0.71118444,0.7012922,0.8486831,-0.7023566,0.8170825,1.0087621,1.0000354,1.014457,0.804,0.85883904,0.8104839,0.43341404,0.479,0.408
Steroid biosynthesis Homo sapiens hsa00100,0.44152075,0.25292307,0.27503917,-0.32507053,0.6916584,0.6819345,0.7298903,0.6894584,0.6016852,-0.7657337,0.9524091,0.966246,0.91783565,0.8888889,0.94534415,0.79599273,0.71,0.636
Steroid hormone biosynthesis Homo sapiens hsa00140,0.7041286,-0.58306146,0.6330692,-0.47929883,0.6832248,0.6715881,1.1671029,-1.3498313,1.4029061,-1.2049054,0.949696,0.9579179,0.18837675,0.11277174,0.029561672,0.26288658,0.724,0.678
Synaptic vesicle cycle Homo sapiens hsa04721,0.59989756,-0.30070472,0.5035481,0.20107645,0.70285976,0.68528014,1.0362885,-0.8189857,1.1966712,0.6830639,1.0162618,1.0212934,0.405,0.76442873,0.1,0.96648043,0.361,0.333
Systemic lupus erythematosus Homo sapiens hsa05322,0.42619538,-0.47115713,0.43774888,0.39079982,0.6995458,0.68426293,0.7152219,-1.1343836,0.9833298,1.0684602,0.98529637,0.9914096,0.950951,0.31233597,0.5514113,0.36976743,0.573,0.51
T cell receptor signaling pathway Homo sapiens hsa04660,0.48603982,-0.19289567,0.3863368,0.21539162,0.66109276,0.63932705,0.8422202,-0.54544824,0.939943,0.76837945,0.96539533,0.96231705,0.921,0.99770117,0.674,0.9030471,0.801,0.812
TGF-beta signaling pathway Homo sapiens hsa04350,0.55126643,-0.29747984,0.4033335,0.2839967,0.66350335,0.6478548,0.95595485,-0.824736,0.9643401,0.96911484,0.96587324,0.97233725,0.65,0.76869965,0.594,0.50141644,0.783,0.709
TNF signaling pathway Homo sapiens hsa04668,0.6191274,-0.26215577,0.2670822,-0.25867847,0.6221158,0.6021113,1.0728428,-0.752011,0.64802927,-0.8714499,0.91160935,0.91007024,0.222,0.8780761,0.993,0.7096774,0.996,0.99
Taste transduction Homo sapiens hsa04742,0.66046953,0.27716008,0.5838129,0.29807788,0.6813245,0.658553,1.1324767,0.9108275,1.3717663,0.9405269,0.97598344,0.9728497,0.177,0.63243246,0.011,0.5580247,0.667,0.683
Terpenoid backbone biosynthesis Homo sapiens hsa00900,0.5143725,-0.47187817,0.50469553,0.38622594,0.70020145,0.6788464,0.863724,-1.0922569,1.129227,1.0460194,0.97410357,0.97070605,0.761,0.38035962,0.29879275,0.3995381,0.614,0.617
Thyroid cancer Homo sapiens hsa05216,0.65200424,-0.3431587,0.4591275,-0.2713122,0.7327317,0.68691164,1.0893469,-0.8385552,1.0485371,-0.7207957,1.034682,0.9984832,0.311,0.69931036,0.41783568,0.85794395,0.288,0.497
Thyroid hormone signaling pathway Homo sapiens hsa04919,0.5971595,-0.33988798,0.5553796,-0.31366718,0.70234734,0.6665919,1.0442127,-0.9930266,1.3613174,-1.0878469,1.0315809,1.0099941,0.316,0.510451,0.001,0.2971768,0.186,0.383
Thyroid hormone synthesis Homo sapiens hsa04918,0.5547099,-0.3722981,0.5656325,-0.2975757,0.71306276,0.6852054,0.9548505,-1.0043987,1.3466487,-0.9242167,1.0299541,1.0199236,0.653,0.4852768,0.006,0.5638978,0.264,0.352
Tight junction Homo sapiens hsa04530,0.6047751,-0.22935948,0.31858352,-0.23169033,0.6764362,0.66081715,1.0539058,-0.66654795,0.7759158,-0.80335784,0.99496174,1.0028917,0.274,0.96447796,0.971,0.86936235,0.543,0.433
Toll-like receptor signaling pathway Homo sapiens hsa04620,0.59407896,-0.41851264,0.40562063,-0.31998166,0.62247705,0.61470026,1.0269096,-1.1709417,0.97590697,-1.0268594,0.9061421,0.92203265,0.425,0.21965317,0.566,0.40930232,0.989,0.969
Toxoplasmosis Homo sapiens hsa05145,0.5593296,-0.38679102,0.33795342,-0.29686886,0.658689,0.63352555,0.9719223,-1.1100729,0.8223641,-0.98538685,0.96558386,0.9582501,0.622,0.30855855,0.908,0.47832587,0.815,0.855
Transcriptional misregulation in cancer Homo sapiens hsa05202,0.61533475,-0.28099316,0.42241043,0.26714593,0.675068,0.6651046,1.0758269,-0.83302575,1.0470551,1.0561721,0.9950272,1.0115193,0.186,0.80106384,0.359,0.31868133,0.562,0.35
Tryptophan metabolism Homo sapiens hsa00380,0.4714715,0.46225598,0.47555742,0.51236844,0.72010213,0.7132362,0.79802936,1.3958768,1.1025896,1.5366815,1.0259483,1.0478071,0.906,0.06912442,0.3033033,0.02905569,0.325,0.22
Tuberculosis Homo sapiens hsa05152,0.526589,-0.35564664,0.32485658,0.29461145,0.6737722,0.65437657,0.92274266,-1.0518403,0.8019633,1.1530231,0.99109966,0.99312884,0.819,0.3941998,0.954,0.16207951,0.571,0.581
Type I diabetes mellitus Homo sapiens hsa04940,0.46520153,-0.49883127,0.5196837,-0.34492972,0.6882313,0.66826177,0.76164025,-1.0787269,1.1237845,-0.80426335,0.9495632,0.9448033,0.87851405,0.36909872,0.32161322,0.7234432,0.697,0.722
Type II diabetes mellitus Homo sapiens hsa04930,0.56736714,-0.22495446,0.27826,-0.22961259,0.6602807,0.65365845,0.9636002,-0.57224226,0.6496027,-0.6580124,0.9438192,0.9631802,0.605,0.9837905,0.971,0.93521595,0.808,0.721
Tyrosine metabolism Homo sapiens hsa00350,0.6655895,-0.34566182,0.5655362,-0.32812083,0.77438927,0.74359196,1.1056536,-0.7978548,1.243119,-0.82506585,1.0775536,1.0626564,0.2862863,0.7574932,0.13414635,0.7112299,0.154,0.218
Ubiquitin mediated proteolysis Homo sapiens hsa04120,0.6037266,-0.30176717,0.38833204,-0.18162657,0.6979413,0.680976,1.0607349,-0.89190537,0.95948,-0.63726836,1.027191,1.0332918,0.242,0.6939426,0.652,0.99085367,0.191,0.163
VEGF signaling pathway Homo sapiens hsa04370,0.5643205,0.20854051,0.40867862,0.2507325,0.74861526,0.7113493,0.9635395,0.7104308,0.9682447,0.8304887,1.0837162,1.0608768,0.621,0.9520958,0.586,0.74871796,0.053,0.107
"Valine, leucine and isoleucine degradation Homo sapiens hsa00280",0.61813563,-0.3400061,0.425741,-0.22992837,0.6800138,0.6709706,1.0586647,-0.9001432,1.0038426,-0.6808147,0.9778082,0.9941602,0.352,0.60815823,0.509,0.94156927,0.63,0.508
Vascular smooth muscle contraction Homo sapiens hsa04270,0.5845523,-0.26966354,0.507938,-0.22929847,0.6809966,0.66305214,1.0140231,-0.7697617,1.2310127,-0.76019543,0.9968219,1.0005971,0.463,0.8569845,0.041,0.8921875,0.511,0.474
Vasopressin-regulated water reabsorption Homo sapiens hsa04962,0.48562044,0.42109722,0.40730956,-0.26584482,0.68860173,0.6514794,0.82501197,1.3701725,0.9496305,-0.76499766,0.98355407,0.9594124,0.877,0.07174888,0.628,0.82421225,0.602,0.736
Vibrio cholerae infection Homo sapiens hsa05110,0.6578581,-0.35641655,0.39206254,-0.26173025,0.66352904,0.63636416,1.1254015,-0.93188095,0.92298716,-0.7583522,0.9513691,0.9410924,0.183,0.5874384,0.6736737,0.8349057,0.807,0.839
Viral carcinogenesis Homo sapiens hsa05203,0.58728915,0.27897143,0.37233517,0.2566121,0.689556,0.6714524,1.0304037,1.1434191,0.9208533,1.0241367,1.0188483,1.0238254,0.349,0.14814815,0.786,0.37025318,0.241,0.219
Viral myocarditis Homo sapiens hsa05416,0.5114726,-0.41337353,0.36968732,0.34270644,0.6574877,0.6333046,0.87318045,-1.072576,0.8585292,1.0662122,0.94356066,0.9349235,0.82,0.37046307,0.8018018,0.35969388,0.837,0.883
Vitamin digestion and absorption Homo sapiens hsa04977,0.54840213,0.2875393,0.39497647,0.32167438,0.58408004,0.5673387,0.9198358,0.78851753,0.8670135,0.8545599,0.8069794,0.8061408,0.66432863,0.75457877,0.70528454,0.6757991,0.985,0.981
Wnt signaling pathway Homo sapiens hsa04310,0.49099687,0.26470986,0.39230278,0.22586077,0.6902868,0.66608226,0.859009,1.0577611,0.96296793,0.87426203,1.0173696,1.0133611,0.95,0.25757575,0.66,0.8051576,0.266,0.335
alpha-Linolenic acid metabolism Homo sapiens hsa00592,0.41450018,-0.32204103,0.5250694,0.41448787,0.71114695,0.6955608,0.6836024,-0.7116633,1.1267244,1.0389445,0.97865343,0.9821843,0.94578314,0.85035974,0.3065173,0.39709443,0.573,0.56
beta-Alanine metabolism Homo sapiens hsa00410,0.50351757,-0.5454281,0.49848112,-0.37181094,0.6915353,0.6822938,0.8531697,-1.3459567,1.1421003,-1.020887,0.9811033,0.99711066,0.824,0.10996119,0.26760563,0.43694493,0.599,0.501
cAMP signaling pathway Homo sapiens hsa04024,0.5133875,-0.20789973,0.40480378,0.1731466,0.67255515,0.63778347,0.90084255,-0.61897075,1.0029792,0.68664086,0.9941039,0.97258663,0.911,0.99471456,0.49,0.9966887,0.573,0.817
cGMP-PKG signaling pathway Homo sapiens hsa04022,0.52346534,-0.2854158,0.43104962,-0.22799511,0.6705231,0.651567,0.91938007,-0.84855926,1.0633075,-0.8190809,0.98960227,0.9923654,0.828,0.7738478,0.284,0.85714287,0.638,0.594
mRNA surveillance pathway Homo sapiens hsa03015,0.5505827,-0.3859225,0.40034032,-0.23582415,0.6910439,0.6606204,0.95444775,-1.0835867,0.96535105,-0.7698968,1.0078939,0.9933864,0.669,0.34567901,0.606,0.8800623,0.406,0.546
mTOR signaling pathway Homo sapiens hsa04150,0.61713177,-0.3409853,0.49146682,-0.22534841,0.7131901,0.6924352,1.0601385,-0.91646254,1.1725404,-0.6848083,1.0295702,1.0300497,0.316,0.61170846,0.129,0.9424,0.271,0.288
p53 signaling pathway Homo sapiens hsa04115,0.62327915,0.3078321,0.32909963,0.40257683,0.69503415,0.6706482,1.0772712,1.1179,0.78210336,1.3734795,1.0082914,1.0034895,0.278,0.26206896,0.909,0.050890584,0.422,0.447
