,Term,ES,NES,NOM p-value,FDR p-value,Set size,Tag %,Rank %,Leading edge
230,Shigellosis Homo sapiens hsa05131,-0.1820019,-0.5915884,0.9892142,1.0,56,0.2857143,0.2507991,ELMO3;ARPC2;RELA;ACTB;U2AF1;ARPC5;ARPC3;ARPC1B;CTTN;RHOG;BTRC;U2AF1L4;ARPC5L;MAD2L2;CD44;UBE2D2
231,Signaling pathways regulating pluripotency of stem cells Homo sapiens hsa04550,-0.22751324,-0.83140254,0.816825,1.0,120,0.2,0.15022671,FGFR3;ACVR1B;SOX2;BMP2;ID2;INHBB;TBX3;WNT16;ID1;KAT6A;MAP2K2;LEFTY2;PIK3CD;APC;MYC;DVL1;NRAS;ID3;FZD6;FZD10;APC2;BMPR1B;IGF1R;AKT3
25,Arrhythmogenic right ventricular cardiomyopathy (ARVC) Homo sapiens hsa05412,-0.24718076,-0.82727754,0.7744807,1.0,66,0.24242425,0.2010704,PKP2;ITGA6;ACTB;ACTN3;JUP;DSP;CACNG4;DSC2;ITGA4;ITGA7;CACNA1C;ACTN1;ITGB7;ITGA3;TCF7L2;EMD
26,Ascorbate and aldarate metabolism Homo sapiens hsa00053,0.43129584,0.82875204,0.67676765,1.0,5,0.4,0.11172229,UGDH;ALDH1B1
27,Asthma Homo sapiens hsa05310,-0.48510668,-1.017438,0.4542056,1.0,8,0.125,0.014123244,FCER1G
28,Autoimmune thyroid disease Homo sapiens hsa05320,0.46160594,1.1915896,0.2642369,1.0,14,0.2857143,0.1646473,FAS;TPO;CD80;HLA-DMA
29,Axon guidance Homo sapiens hsa04360,-0.25153497,-0.9172029,0.6296296,1.0,112,0.16964285,0.18100052,SEMA4C;SLIT1;NCK1;CXCL12;RHOD;PLXNC1;EPHB2;PLXNA2;EPHA4;NTN1;SRGAP3;PAK4;PAK1;NRAS;EFNA5;SEMA6C;NCK2;NGEF;NTNG1
30,B cell receptor signaling pathway Homo sapiens hsa04662,-0.20200853,-0.66954225,0.9515885,1.0,60,0.11666667,0.1112763,RELA;FOS;CD81;MAP2K2;PIK3CD;NRAS;AKT3
31,Bacterial invasion of epithelial cells Homo sapiens hsa05100,-0.3371584,-1.1173031,0.29185867,1.0,62,0.32258064,0.22768156,CLTA;ELMO3;ACTB;ARPC5;ARPC3;ARPC1B;CAV1;CTTN;GAB1;ILK;PIK3CD;RHOG;SHC3;DNM2;PIK3CB;PXN;ARPC5L;MAD2L2;PIK3R3;ARHGEF26
32,Basal cell carcinoma Homo sapiens hsa05217,-0.29251862,-0.9424514,0.5420975,1.0,48,0.5416667,0.3415595,AXIN2;FZD7;WNT2;WNT5B;FZD1;BMP2;FZD9;SMO;PTCH2;TCF7;WNT16;DVL2;FZD2;GLI3;APC;GLI2;WNT9A;DVL1;FZD4;TCF7L2;FZD6;FZD10;APC2;DVL3;FZD5;WNT6
17,Amoebiasis Homo sapiens hsa05146,-0.2347101,-0.7821339,0.8390462,1.0,65,0.18461539,0.17208058,LAMC1;RELA;ACTN3;TLR4;LAMB3;LAMB1;ARG2;RAB5C;PIK3CD;COL4A1;ACTN1;RAB5B
18,Amphetamine addiction Homo sapiens hsa05031,0.17433566,0.6280493,0.9912537,1.0,53,0.3018868,0.2528804,CAMK4;HDAC1;GNAS;MAOA;JUN;PPP3CC;FOSB;CACNA1D;SIRT1;CALM3;GRIN2B;PPP1CA;GRIA1;PPP3CB;CREB3;CALM1
