,score,score,score,score,score,score,norm,norm,norm,norm,norm,norm,pval,pval,pval,pval,pval,pval
,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
source,,,,,,,,,,,,,,,,,,
Ras signaling pathway Homo sapiens hsa04014,0.52452594,-0.19645122,0.42008573,0.19092275,0.60256946,0.5859518,0.89219815,-0.80462885,1.0200378,0.6963308,0.9566472,0.9747046,0.883,0.96258503,0.426,0.9925706,0.925,0.784
Regulation of actin cytoskeleton Homo sapiens hsa04810,0.515273,-0.23496823,0.3976764,0.18968329,0.57611376,0.5582451,0.8827174,-0.92735296,0.96650666,0.6839745,0.9100962,0.9233112,0.882,0.64724916,0.636,0.99260354,1.0,0.992
Regulation of autophagy Homo sapiens hsa04140,0.6241203,0.2781437,0.42206785,0.4252381,0.85022306,0.83501047,1.032194,0.6685602,0.9124495,1.02233,1.2491766,1.2752076,0.42914572,0.8610603,0.6364562,0.42649728,0.008,0.008008008
Regulation of lipolysis in adipocytes Homo sapiens hsa04923,0.6302286,-0.21837325,0.49900663,0.28409895,0.674164,0.6262039,1.0672752,-0.69413644,1.1533952,0.8312803,1.0265386,0.9960741,0.316,0.9324675,0.2,0.7428088,0.328,0.503
Renal cell carcinoma Homo sapiens hsa05211,0.6937317,-0.340868,0.47186187,-0.25437316,0.54325247,0.53575724,1.1654284,-1.1283095,1.0870494,-0.84420013,0.83810365,0.86403185,0.147,0.28720626,0.319,0.7589499,1.0,0.989
Renin secretion Homo sapiens hsa04924,0.41443667,0.26686478,0.4815502,-0.2609268,0.62633264,0.6013472,0.6944497,0.7398431,1.1068264,-0.79235697,0.9533183,0.95508796,0.982,0.84664536,0.302,0.81490386,0.75,0.731
Renin-angiotensin system Homo sapiens hsa04614,0.5199894,0.3575594,0.48981246,-0.35439694,0.7167232,0.7098346,0.84641933,0.76597273,1.0110513,-0.81845456,1.0324908,1.0631121,0.7283825,0.76965266,0.48682824,0.7034632,0.39278558,0.29246232
Retinol metabolism Homo sapiens hsa00830,0.30684838,0.3100334,0.4562067,-0.15954597,0.7053584,0.6612408,0.5086712,0.73713547,0.98526156,-0.4039907,1.0324627,1.007337,0.994995,0.8113879,0.5174538,1.0,0.358,0.464
Retrograde endocannabinoid signaling Homo sapiens hsa04723,0.5828081,0.3687069,0.42418376,0.3067886,0.65105087,0.61497456,0.9751292,1.1582611,1.008493,0.9757481,1.0132604,1.0004501,0.568,0.23065251,0.49,0.49840257,0.381,0.474
Rheumatoid arthritis Homo sapiens hsa05323,0.5332551,-0.26476347,0.30651584,-0.25264525,0.6926959,0.65271765,0.8972689,-0.88376963,0.7125863,-0.83099145,1.0680878,1.0505812,0.738,0.6832461,0.937,0.7414634,0.1,0.184
Ribosome Homo sapiens hsa03010,0.6126654,0.26841262,0.40892202,-0.27348635,0.63668567,0.60716176,1.0415682,0.8896084,0.9801721,-0.99024534,0.99245006,0.98925155,0.388,0.6441718,0.581,0.49586776,0.568,0.577
Ribosome biogenesis in eukaryotes Homo sapiens hsa03008,0.7620544,0.27333963,0.39421964,-0.27669466,0.63761836,0.5993078,1.2832797,0.83614576,0.93424886,-0.9244735,0.9880338,0.9709864,0.021,0.7140673,0.664,0.5989717,0.583,0.68
SNARE interactions in vesicular transport Homo sapiens hsa04130,0.57062906,0.45558906,0.39615634,-0.2958878,0.65393484,0.6353244,0.949258,1.2255337,0.89433336,-0.8703969,0.98519564,0.9969767,0.592,0.19864176,0.70541084,0.68061674,0.549,0.476
Salivary secretion Homo sapiens hsa04970,0.5011632,-0.34105912,0.44588387,-0.26746082,0.5714518,0.54874027,0.8387924,-1.0883064,1.0306073,-0.8512471,0.8741638,0.8748664,0.841,0.3113924,0.44944945,0.7384988,0.981,0.974
Salmonella infection Homo sapiens hsa05132,0.5426007,-0.30020064,0.33398896,-0.34923953,0.6834489,0.6687263,0.91080266,-1.0164884,0.78673494,-1.1919352,1.0589432,1.0822731,0.704,0.44562334,0.903,0.17525773,0.125,0.081
Selenocompound metabolism Homo sapiens hsa00450,0.7466777,-0.4518756,0.6979652,-0.4060646,0.7039184,0.685875,1.1980867,-1.0882084,1.4455562,-0.96951866,1.0126886,1.0224015,0.19436052,0.35745615,0.021761658,0.51282054,0.44444445,0.4154154
Serotonergic synapse Homo sapiens hsa04726,0.58870655,0.37807715,0.53738487,0.25749755,0.62794715,0.6071777,0.98285115,1.19224,1.2790054,0.81556374,0.97629005,0.9848447,0.544,0.20344289,0.033,0.7752443,0.685,0.606
Shigellosis Homo sapiens hsa05131,0.52677745,0.39338452,0.4713347,0.1772845,0.6780557,0.6566218,0.8886005,1.2251862,1.111436,0.5471323,1.0477698,1.0616021,0.776,0.1792,0.243,0.9897611,0.179,0.139
Signaling pathways regulating pluripotency of stem cells Homo sapiens hsa04550,0.6033611,-0.24135597,0.37421742,-0.19115444,0.6088298,0.5827735,1.0252894,-0.92329955,0.89921075,-0.73039484,0.9564108,0.9580536,0.422,0.65048546,0.797,0.98255813,0.885,0.842
Small cell lung cancer Homo sapiens hsa05222,0.61624205,0.3046275,0.4473197,-0.24671249,0.6622858,0.6463615,1.0448091,0.9618116,1.06557,-0.85404766,1.029324,1.0491223,0.383,0.5174051,0.332,0.7486631,0.273,0.17
Sphingolipid metabolism Homo sapiens hsa00600,0.5376125,-0.3631239,0.42471611,-0.24130405,0.60741544,0.575462,0.89810044,-1.1111012,0.95939577,-0.7275133,0.92507154,0.91217977,0.712,0.2905569,0.6026026,0.8965517,0.867,0.881
Sphingolipid signaling pathway Homo sapiens hsa04071,0.5554752,0.19851005,0.33574784,-0.25191048,0.64612705,0.6198758,0.93864155,0.66041607,0.8021935,-0.91382366,1.0129282,1.014757,0.698,0.9658915,0.923,0.6666667,0.354,0.363
Spliceosome Homo sapiens hsa03040,0.56233585,0.22857222,0.3651427,0.4179863,0.612131,0.600734,0.9524722,0.7719242,0.8745939,1.4369788,0.96119773,0.98703885,0.655,0.87819546,0.855,0.026272578,0.842,0.611
Staphylococcus aureus infection Homo sapiens hsa05150,0.41533545,-0.4269886,0.50522256,0.34378228,0.6353174,0.614493,0.6877353,-1.0841168,1.0620174,0.79842293,0.92793244,0.9301199,0.9046185,0.35629454,0.41760492,0.73012936,0.7647648,0.73146296
Starch and sucrose metabolism Homo sapiens hsa00500,0.6015413,-0.33025753,0.41411212,-0.39113015,0.75109535,0.7284816,0.9867375,-0.9295586,0.9229731,-1.0560576,1.118094,1.1337606,0.5055055,0.5520362,0.6596173,0.37751004,0.095,0.065
Steroid biosynthesis Homo sapiens hsa00100,0.4333029,0.58789766,0.38679114,0.24643098,0.60402095,0.5864947,0.71794236,1.4053167,0.83290064,0.6005198,0.88529897,0.8926694,0.9155779,0.09878683,0.7574512,0.9174312,0.886,0.859
Steroid hormone biosynthesis Homo sapiens hsa00140,0.88743865,0.4268747,0.6475478,0.32913795,0.7420634,0.71763915,1.4545588,1.0466425,1.4051529,0.83166987,1.0884217,1.0963262,0.01004016,0.41935483,0.03258656,0.6964286,0.161,0.156
Synaptic vesicle cycle Homo sapiens hsa04721,0.5842052,0.2493921,0.53296703,0.31517816,0.66204417,0.6230379,0.979954,0.7347262,1.2480487,0.9499011,1.01591,0.9996155,0.545,0.8634868,0.073,0.5564784,0.37,0.495
Systemic lupus erythematosus Homo sapiens hsa05322,0.31399164,0.3619893,0.47795564,0.2828908,0.619685,0.59776103,0.5217183,0.9044851,1.0455345,0.71490824,0.9184817,0.9219563,0.996,0.6192171,0.45694023,0.8778761,0.851,0.814
T cell receptor signaling pathway Homo sapiens hsa04660,0.57962704,0.3212128,0.46357742,0.27053028,0.64165556,0.61664075,0.9795034,1.0097,1.0927488,0.88124603,0.99751675,1.0009682,0.545,0.42724457,0.266,0.6536585,0.501,0.47
TGF-beta signaling pathway Homo sapiens hsa04350,0.53848416,0.23613983,0.41017455,0.44603017,0.70521194,0.65670353,0.9054339,0.7190342,0.9615606,1.3680421,1.0887975,1.0594486,0.746,0.89465153,0.589,0.08264463,0.051,0.151
TNF signaling pathway Homo sapiens hsa04668,0.49941477,0.24243425,0.27917176,0.29079053,0.64173275,0.61789066,0.8408265,0.78750783,0.6687613,0.95712584,1.001677,1.0081794,0.912,0.8698941,0.992,0.522508,0.475,0.422
Taste transduction Homo sapiens hsa04742,0.6588313,-0.28035912,0.5627857,0.38541037,0.620914,0.6073151,1.0835893,-0.840117,1.2851973,1.0739865,0.9420415,0.95867354,0.309,0.71356785,0.074074075,0.35888502,0.782,0.693
Terpenoid backbone biosynthesis Homo sapiens hsa00900,0.5206571,-0.25518975,0.53846526,-0.3905356,0.7344208,0.7027774,0.8582991,-0.6783249,1.1745006,-1.0412788,1.0853981,1.0792993,0.7557789,0.8769231,0.23363546,0.42857143,0.168,0.18418418
Thyroid cancer Homo sapiens hsa05216,0.7169041,0.3143357,0.48059413,0.46918154,0.6537945,0.63527954,1.1930699,0.78749704,1.0602224,1.1869293,0.9720945,0.98453903,0.188,0.72958255,0.4018127,0.2718808,0.636,0.554
Thyroid hormone signaling pathway Homo sapiens hsa04919,0.6534614,0.24432385,0.5281014,0.31070304,0.63127804,0.60129315,1.1086295,0.7999866,1.2567695,1.012952,0.98382246,0.9806267,0.209,0.8295964,0.032,0.4191523,0.631,0.653
Thyroid hormone synthesis Homo sapiens hsa04918,0.5721105,0.20476198,0.3571532,0.2368024,0.61573535,0.5982781,0.95447123,0.5884706,0.8243706,0.6865153,0.9392932,0.95300066,0.597,0.9612278,0.818,0.92077464,0.839,0.763
Tight junction Homo sapiens hsa04530,0.542574,0.20928977,0.2882786,0.25016034,0.65680575,0.6252104,0.9191825,0.69184154,0.6903033,0.85100895,1.0293725,1.0247728,0.756,0.9726027,0.993,0.7580645,0.235,0.269
Toll-like receptor signaling pathway Homo sapiens hsa04620,0.6563287,0.28565043,0.30162674,0.37247694,0.6559256,0.63683206,1.0993314,0.87688875,0.71039784,1.175474,1.0132176,1.028133,0.256,0.6666667,0.962,0.22016807,0.392,0.294
Toxoplasmosis Homo sapiens hsa05145,0.5783687,0.36989042,0.3932608,0.22495885,0.6583775,0.6363632,0.9806515,1.2012918,0.94008714,0.75063485,1.028139,1.0370432,0.541,0.18449612,0.681,0.9048362,0.266,0.226
Transcriptional misregulation in cancer Homo sapiens hsa05202,0.6945786,0.33162117,0.3758008,0.38959038,0.6158312,0.5903978,1.1804172,1.138872,0.9077563,1.3402652,0.96965307,0.97229147,0.041,0.22781065,0.793,0.04454685,0.779,0.743
Tryptophan metabolism Homo sapiens hsa00380,0.4447957,-0.37879887,0.50210494,-0.3820888,0.6328682,0.5903436,0.7382866,-1.1156352,1.1450248,-1.121196,0.9528306,0.9260816,0.945,0.32273838,0.25502008,0.29061785,0.749,0.835
Tuberculosis Homo sapiens hsa05152,0.5142946,0.27694574,0.46769047,-0.22274546,0.6243504,0.6010759,0.875497,0.9476152,1.134563,-0.8369964,0.9816433,0.9883003,0.85,0.54234767,0.152,0.84,0.686,0.605
Type I diabetes mellitus Homo sapiens hsa04940,0.48863995,0.42870623,0.41993013,0.54426754,0.8303626,0.76853836,0.7923055,0.958503,0.8720211,1.2305087,1.1913999,1.141435,0.8069106,0.5299296,0.6841004,0.2416357,0.05305305,0.12
Type II diabetes mellitus Homo sapiens hsa04930,0.5544348,-0.2541537,0.19257234,-0.36752287,0.5879054,0.57341564,0.9200603,-0.7538327,0.43844923,-1.0656761,0.8891149,0.90539706,0.656,0.81841433,0.997994,0.36175114,0.944,0.904
Tyrosine metabolism Homo sapiens hsa00350,0.8036535,-0.47915053,0.5043088,0.33153564,0.60347265,0.59048486,1.3330078,-1.207954,1.0849824,0.77431065,0.8803244,0.89648855,0.060240965,0.24822696,0.3877551,0.7777778,0.883,0.835
Ubiquitin mediated proteolysis Homo sapiens hsa04120,0.57329535,0.25723678,0.36756665,0.2588549,0.6344956,0.6153143,0.9704114,0.8733542,0.89118296,0.9046168,0.9971221,1.0105193,0.607,0.6787879,0.811,0.6640986,0.528,0.378
VEGF signaling pathway Homo sapiens hsa04370,0.58218193,-0.27539933,0.42008305,0.23067208,0.620698,0.58809274,0.9746919,-0.8901073,0.9617356,0.69210136,0.9529799,0.94243824,0.55,0.66080403,0.596,0.93109244,0.773,0.799
"Valine, leucine and isoleucine degradation Homo sapiens hsa00280",0.72310513,0.16329627,0.32205027,0.34773514,0.6429855,0.61686933,1.2141403,0.46226972,0.74193907,0.98908824,0.97871464,0.97811097,0.105,0.99833053,0.895,0.47695035,0.64,0.616
Vascular smooth muscle contraction Homo sapiens hsa04270,0.6121833,-0.21307972,0.39325422,-0.40148866,0.58730346,0.5693354,1.0433912,-0.7380945,0.93053716,-1.3826091,0.9123497,0.9237469,0.378,0.8930636,0.688,0.051150896,0.967,0.937
Vasopressin-regulated water reabsorption Homo sapiens hsa04962,0.5322827,-0.22883728,0.32136926,0.3433138,0.711855,0.7027136,0.8824627,-0.7127074,0.73748827,0.9738368,1.0792638,1.1109723,0.757,0.8962025,0.9148297,0.49740034,0.121,0.068
Vibrio cholerae infection Homo sapiens hsa05110,0.7000192,0.35600713,0.435834,0.37309784,0.6806264,0.65738976,1.1632614,1.0345972,1.0061351,1.0843064,1.0389916,1.0501404,0.159,0.41215107,0.508,0.3554817,0.246,0.204
Viral carcinogenesis Homo sapiens hsa05203,0.58661413,-0.1878728,0.40242586,0.2523175,0.63014436,0.61099505,1.0026394,-0.73106223,0.9757816,0.89838874,0.9950328,1.008619,0.473,0.97959185,0.593,0.675,0.549,0.378
Viral myocarditis Homo sapiens hsa05416,0.52799094,0.40828055,0.4155031,0.24292667,0.6539518,0.61629575,0.87291014,1.1262817,0.94452244,0.6730927,0.98889554,0.9676192,0.758,0.3023622,0.6364552,0.91882557,0.549,0.667
Vitamin digestion and absorption Homo sapiens hsa04977,0.53674954,0.55792725,0.43954965,0.56319034,0.654132,0.6232711,0.87582916,1.3191929,0.93148893,1.3257902,0.95782596,0.9471487,0.69779116,0.12643678,0.6180698,0.14700544,0.6492986,0.6776777
Wnt signaling pathway Homo sapiens hsa04310,0.49498278,-0.21797326,0.39045662,-0.20734984,0.6649376,0.6243814,0.83799136,-0.81670755,0.9457189,-0.78105927,1.0450134,1.0274988,0.944,0.8626198,0.687,0.9369369,0.121,0.24
alpha-Linolenic acid metabolism Homo sapiens hsa00592,0.41952816,-0.40144974,0.32597503,-0.4211095,0.5915728,0.5767756,0.68489057,-0.9952924,0.6757502,-1.0199527,0.85863894,0.8673237,0.91911024,0.46843177,0.89665973,0.42410713,0.9089089,0.886
beta-Alanine metabolism Homo sapiens hsa00410,0.45970806,0.3122707,0.43186218,-0.18999957,0.6598769,0.60836166,0.761103,0.79425365,0.96237415,-0.53204954,0.9819627,0.940351,0.89,0.7522442,0.5963673,0.98571426,0.588,0.757
cAMP signaling pathway Homo sapiens hsa04024,0.49312162,-0.2770921,0.4310315,0.21085927,0.600868,0.57748187,0.83983636,-1.0866821,1.0489222,0.756598,0.94642556,0.95166713,0.96,0.2610063,0.367,0.92701864,0.931,0.906
cGMP-PKG signaling pathway Homo sapiens hsa04022,0.52344453,-0.233641,0.3756098,-0.2875221,0.59520465,0.57583237,0.89372575,-0.8968674,0.90682214,-1.0838188,0.9351098,0.9467017,0.84,0.7183099,0.778,0.25925925,0.958,0.918
mRNA surveillance pathway Homo sapiens hsa03015,0.54481494,0.43226,0.3861368,0.4212776,0.62082386,0.61229265,0.91751564,1.3739711,0.91792035,1.3697072,0.9650021,0.99446195,0.731,0.06891271,0.698,0.06535948,0.762,0.523
mTOR signaling pathway Homo sapiens hsa04150,0.5836067,-0.255049,0.22149228,-0.3134579,0.61468107,0.5809685,0.9778437,-0.79228354,0.5090599,-0.99408895,0.94094694,0.92823267,0.533,0.7945545,0.99,0.43589744,0.824,0.854
p53 signaling pathway Homo sapiens hsa04115,0.7583488,0.28344712,0.39072,0.29313254,0.6390791,0.62490886,1.2840008,0.8584555,0.9103689,0.9033007,0.989205,1.0090201,0.021,0.6923077,0.721,0.62666667,0.548,0.433
