,names,rank,logfoldchanges,pvals_adj
198,Zfp456,21.1328088288997,22.481081,0.11480839257988566
199,Stmn4,18.517080934132057,22.468828,0.14992597230838364
200,Msl1,25.27204954714925,22.448244,0.07485282253158765
201,B230219D22Rik,15.826673633627484,22.439583,0.19710534508737107
202,Gm20470,26.922148178345566,22.42328,0.06300372464934074
203,Ypel2,22.407270161572864,22.421988,0.10015125163609608
204,Aurkaip1,23.117309658908678,22.406593,0.09295674939769497
205,Megf10,20.0900631636581,22.36583,0.126401413212763
206,Zfp72,22.479062429579773,22.36491,0.09883162119114065
207,Pde1c,18.630566974638946,22.356628,0.1467792722876872
208,Dmrt3,20.704235368211513,22.3211,0.11815078502246627
209,Gm8439,18.601084371285996,22.30474,0.14657096643053463
210,Plcd1,21.3032807340222,22.303513,0.110878254833297
211,Patz1,16.373343993654228,22.26888,0.1839684262415844
212,Ldoc1,21.314907643997586,22.26657,0.11034165048722536
213,Nup133,24.985116865416977,22.251244,0.07535917895367908
214,Tbc1d1,23.7270432947118,22.24984,0.08582392115370585
215,Gm47882,18.537608944092128,22.245079,0.1467792722876872
216,Znrf3,24.92184151543794,22.244066,0.07579114101176526
217,Aox4,26.823253409665863,22.236856,0.06219392457942793
218,Scn3a,18.14711961136482,22.234732,0.15270000636703596
219,B930036N10Rik,21.54735310457113,22.22525,0.10727566494019797
220,Atp6v0c,17.693334831867997,22.21045,0.15972683788091907
221,Gm12339,21.95863667935017,22.20199,0.10255595531256373
222,Cfap157,13.131059156440488,22.200274,0.25616402358853113
223,Cdc26,21.416198437337155,22.185823,0.1083153345324983
224,Trmu,18.578238022376986,22.181402,0.14535861485469087
225,Wsb1,18.77630014589401,22.158293,0.14211134649252688
226,Gm11773,32.51868172478648,22.154888,0.03405743024324132
227,Gm47186,18.55261430697833,22.142979,0.14525951754531086
228,Ddx3x,17.703832299959466,22.132917,0.15853057223952488
229,Gm21887,23.73996377895998,22.103495,0.08432635534827036
230,C330018A13Rik,26.551742356927168,22.102575,0.06290768170669334
231,Ndufa2,22.917358701881543,22.089249,0.0917298575842356
232,Frzb,31.18129074611478,22.078857,0.03870176576850078
233,5330411J11Rik,22.36403398068408,22.077553,0.09705633115658117
234,Cx3cl1,17.014810406819134,22.06671,0.16940943015916168
235,Tmem28,15.857611805169013,22.06318,0.19110127028847826
236,Mup6,17.48007685225561,22.058468,0.16127129467410686
237,Dnase1l2,28.662721675680142,22.056456,0.05017458472735874
238,Pirb,12.833607926917646,22.05623,0.2619035452613228
239,Ovol2,17.283846925712368,22.034311,0.164283503992992
240,Pold3,21.14570259441241,22.026825,0.10964838536975027
241,Cnga1,22.471830748727307,22.02416,0.09542752704845832
242,Gm26679,16.572395419841712,21.986483,0.17629750774773387
243,P4ha3,19.818639990714896,21.96188,0.12519560540911578
244,Hs6st2,20.326516830233142,21.956127,0.11863728804776368
245,Rab39b,23.204792036811316,21.943834,0.08760664267507694
246,Flii,16.98233721614062,21.911793,0.16786809141521142
247,Gen1,17.164470878374807,21.90072,0.16453564370137516
248,4930428N03Rik,18.551504993900018,21.895708,0.1421455505088069
249,Prox2,17.573393164495158,21.890396,0.1574743794678268
250,Fam228a,22.3938482684912,21.87628,0.09469806669467229
251,Gpr108,16.429380997558006,21.87486,0.17739354080101088
252,6030452D12Rik,18.26222872505005,21.86959,0.14620046945814388
253,Nr1h5,13.538706763808912,21.864716,0.2403236854007452
254,Cpeb3,13.547148272647854,21.851982,0.23991060874450326
255,Tdrd9,22.45340369498176,21.851765,0.09385712722824396
256,Syt8,17.198693204335527,21.848095,0.16323219434785038
257,Gm15218,21.753019756671485,21.834517,0.10086313767093943
258,Stat2,13.580381860548004,21.832273,0.23876330520875455
