,Term,ES,NES,NOM p-value,FDR p-value,Set size,Tag %,Rank %,Leading edge
167,Osteoclast differentiation Homo sapiens hsa04380,-0.3165824,-1.0187463,0.43055555,0.814808914992983,92,0.2826087,0.20974095,PPP3CC;CREB1;AKT2;PLCG2;IL1A;CHUK;GAB2;SQSTM1;IFNGR2;TRAF2;MAPK1;SOCS3;FOSB;RELA;RELB;NCF2;MAPK9;TYK2;NFATC2;MAP2K7;CAMK4;TGFB1;CALCR;TGFBR1;TNFRSF1A;TGFB2
219,Renin-angiotensin system Homo sapiens hsa04614,-0.54040086,-1.2401494,0.21232876,0.814808914992983,14,0.14285715,0.017800333,THOP1;CTSA
222,Rheumatoid arthritis Homo sapiens hsa05323,-0.38498735,-1.140597,0.26440176,0.814808914992983,52,0.25,0.11005908,CTLA4;TEK;IL1A;HLA-DMA;IL11;CCL5;IL18;TCIRG1;TGFB1;ICAM1;VEGFA;ATP6V1G2;TGFB2
223,Ribosome Homo sapiens hsa03010,-0.3310202,-1.0609956,0.3449198,0.814808914992983,90,0.13333334,0.09203151,RPS15;RPL26;RPL36AL;RPS21;MRPS11;MRPS10;MRPL11;MRPL12;MRPL1;RPL13A;MRPL9;MRPS15
209,RNA degradation Homo sapiens hsa03018,0.29245105,1.0312843,0.38311687,0.814808914992983,63,0.22222222,0.13975155,DDX6;EXOSC1;XRN2;CNOT4;HSPA9;LSM8;C1D;MPHOSPH6;ENO2;CNOT7;CNOT2;EXOSC7;LSM5;EXOSC10
188,Phospholipase D signaling pathway Homo sapiens hsa04072,-0.31628546,-1.0493106,0.38203752,0.814808914992983,115,0.22608696,0.16641419,DGKI;INSR;GRM4;PIP5K1C;AKT2;PLCG2;PLA2G4C;GAB2;SOS1;DGKG;ARF1;GRM6;PLCG1;DNM3;KRAS;LPAR3;ADCY9;RALGDS;PLA2G4A;NRAS;AGPAT2;PDGFD;RRAS;SOS2;SHC3;PTPN11
126,Insulin signaling pathway Homo sapiens hsa04910,-0.33941218,-1.1112934,0.2755498,0.814808914992983,109,0.26605505,0.18110892,PRKCI;CBLB;FOXO1;INSR;SOCS4;SHC4;AKT2;PTPRF;BRAF;HK2;PPP1CC;SOS1;SORBS1;SOCS3;KRAS;CRK;RPTOR;MAPK9;CALM1;NRAS;PRKAA2;PPP1CA;RHOQ;PPP1R3F;RPS6KB1;SOS2;PTPN1;PRKAA1;SHC3
112,Hepatitis B Homo sapiens hsa05161,-0.3552207,-1.1735315,0.17051283,0.814808914992983,112,0.1875,0.14414483,CREB1;STAT5B;TP53;AKT2;CHUK;CREB3;BCL2;CASP8;PRKCB;STAT5A;IKBKE;TIRAP;RELA;STAT3;MAPK9;NRAS;NFATC2;TGFB1;MAVS;TGFBR1;TGFB2
113,Hepatitis C Homo sapiens hsa05160,-0.39754364,-1.2808801,0.080054276,0.814808914992983,91,0.23076923,0.1639903,TP53;AKT2;BRAF;CHUK;SOS1;TRAF2;IKBKE;CLDN11;SOCS3;KRAS;RELA;STAT3;MAPK9;CLDN6;NRAS;OCLN;RIPK1;MAVS;SOS2;EIF3E;TNFRSF1A
114,Herpes simplex infection Homo sapiens hsa05168,-0.34794164,-1.166424,0.17468354,0.814808914992983,121,0.21487603,0.1639903,MCRS1;SRPK1;HMGN1;TP53;SRSF6;CHUK;CSNK2A2;CASP8;HLA-DMA;PPP1CC;IFNGR2;TRAF2;IKBKE;TNFRSF14;SOCS3;C1QBP;CCL5;RELA;MAPK9;PPP1CA;SRSF1;MAVS;SKP2;CDK1;PTPN11;TNFRSF1A
115,Hippo signaling pathway Homo sapiens hsa04390,-0.3207824,-1.0851057,0.28625473,0.814808914992983,130,0.23846154,0.19906075,PARD6B;PRKCI;NKD1;SNAI2;BMP2;WNT7B;PPP2R2B;FZD1;DVL3;SOX2;PPP1CC;TCF7L2;BMPR2;FZD8;YWHAZ;BBC3;PARD3;TEAD1;WNT16;PPP1CA;AMOT;DLG2;LIMD1;TGFB1;NF2;WNT2B;TGFBR1;LEF1;BIRC2;TGFB2;CTNNB1
116,Histidine metabolism Homo sapiens hsa00340,-0.5030741,-1.194081,0.25585285,0.814808914992983,16,0.5,0.34812906,ALDH2;HAL;ALDH9A1;ASPA;HDC;AMDHD1;HNMT;ALDH7A1
107,Graft-versus-host disease Homo sapiens hsa05332,-0.6644391,-1.3269646,0.14612676,0.814808914992983,8,0.25,0.08831995,IL1A;HLA-DMA
108,HIF-1 signaling pathway Homo sapiens hsa04066,-0.37321487,-1.1787224,0.1986014,0.814808914992983,79,0.21518987,0.11331616,EGLN2;INSR;AKT2;TEK;LTBR;BCL2;NOS3;HK2;TF;PRKCB;IFNGR2;PLCG1;RELA;ERBB2;RPS6KB1;HIF1A;VEGFA
252,Toxoplasmosis Homo sapiens hsa05145,-0.3307261,-1.0533394,0.3737931,0.814808914992983,86,0.19767442,0.16520225,GNAI1;LAMC1;AKT2;CHUK;BCL2;CASP8;HLA-DMA;IFNGR2;RELA;STAT3;MAPK9;HSPA2;TGFB1;LAMC3;BIRC2;TNFRSF1A;TGFB2
53,Circadian entrainment Homo sapiens hsa04713,0.32464138,1.1628824,0.18275861,0.814808914992983,73,0.1780822,0.13308589,KCNJ6;GRIA4;GNAI2;ADCYAP1R1;PER2;GNB5;RASD1;GNAO1;ADCY7;GRIN2D;CAMK2B;CACNA1H;ADCY8
54,Circadian rhythm Homo sapiens hsa04710,0.39110366,1.1409864,0.24581006,0.814808914992983,26,0.30769232,0.18307832,RORB;PER2;PRKAB1;SKP1;NR1D1;BTRC;CLOCK;RBX1
55,Citrate cycle (TCA cycle) Homo sapiens hsa00020,0.39310166,1.1443144,0.27445653,0.814808914992983,24,0.083333336,0.05393122,ACO1;ACO2
42,Carbon metabolism Homo sapiens hsa01200,0.2998265,1.0928029,0.25650558,0.814808914992983,82,0.19512194,0.1562642,ALDOC;PGD;PGLS;PGAM2;PRPS1;ACO1;ALDOA;ENO2;PSPH;TALDO1;ACO2;ADPGK;PGK1;G6PD;ACAT2;TPI1
44,Cell adhesion molecules (CAMs) Homo sapiens hsa04514,-0.3386967,-1.0699623,0.36037233,0.814808914992983,85,0.1764706,0.1146796,MPZL1;ICAM2;NRXN3;CTLA4;PTPRF;LRRC4C;HLA-DMA;PVR;CD22;CLDN11;SDC1;CLDN6;ITGB8;OCLN;ICAM1
266,Viral myocarditis Homo sapiens hsa05416,-0.5011445,-1.3863065,0.08196721,0.814808914992983,36,0.1388889,0.09028935,CASP8;HLA-DMA;EIF4G1;RAC2;ICAM1
274,mTOR signaling pathway Homo sapiens hsa04150,-0.39038447,-1.1363829,0.2670713,0.814808914992983,49,0.1632653,0.061430085,AKT2;BRAF;PRKCB;RPTOR;RPS6KB1;PRKAA1;HIF1A;VEGFA
250,Tight junction Homo sapiens hsa04530,-0.31249526,-1.0148954,0.44578314,0.814808914992983,103,0.26213592,0.17891228,PARD6B;PRKCI;GNAI1;MYH11;PPP2R2B;AKT2;MYH6;CSNK2A2;CTTN;PRKCB;MYH13;MYL9;CLDN11;KRAS;MAGI1;ACTN3;MAGI3;PARD3;CLDN6;NRAS;EPB41L2;OCLN;CDC42;RRAS;RAB3B;TJP1;AMOTL1
251,Toll-like receptor signaling pathway Homo sapiens hsa04620,-0.39227843,-1.1875067,0.18435754,0.814808914992983,61,0.114754096,0.061430085,AKT2;CHUK;CASP8;IKBKE;CCL5;RELA;RIPK1
28,Autoimmune thyroid disease Homo sapiens hsa05320,-0.4888359,-1.1026697,0.34670946,0.814808914992983,14,0.21428572,0.12104227,CTLA4;HLA-DMA;IL4
30,B cell receptor signaling pathway Homo sapiens hsa04662,-0.41299233,-1.2404088,0.16740088,0.814808914992983,61,0.29508197,0.16262688,BCL10;AKT2;PLCG2;DAPP1;LYN;CHUK;MALT1;PRKCB;SOS1;CD22;RAC2;CD79A;KRAS;RELA;NRAS;NFATC2;PTPN6;SOS2
18,Amphetamine addiction Homo sapiens hsa05031,-0.4473504,-1.3192273,0.06952663,0.814808914992983,54,0.24074075,0.19148614,PPP3CC;CREB1;CREB3;PRKCB;PPP1CC;CACNA1D;GRIA2;ATF2;FOSB;CALM1;CAMK4;PPP1CA;SIRT1
21,Apoptosis Homo sapiens hsa04210,-0.3371277,-1.115668,0.25759578,0.814808914992983,110,0.07272727,0.029843964,TUBA1A;CHUK;BCL2;CASP8;TRAF2;RELA;RIPK1;BIRC2
45,Cell cycle Homo sapiens hsa04110,0.2690057,1.0152411,0.41563785,0.814808914992983,106,0.1981132,0.13088925,SMC1A;CCNE2;MAD2L1;RBL2;ANAPC5;CCNE1;ANAPC1;E2F2;ORC6;PCNA;RAD21;CDC23;CCNA2;MCM3;MYC;CCNB2;ANAPC7;ORC2;RBX1;CDC14A;SFN
23,Arginine and proline metabolism Homo sapiens hsa00330,-0.42121497,-1.1826154,0.23157895,0.814808914992983,39,0.20512821,0.14406908,SRM;GAMT;AGMAT;NOS3;ALDH9A1;ALDH18A1;PYCR2;GATM
260,VEGF signaling pathway Homo sapiens hsa04370,-0.47155258,-1.3779118,0.08283132,0.814808914992983,50,0.28,0.12498106,AKT2;NOS3;PLA2G4C;PRKCB;PLCG1;RAC2;PLA2G4A;NRAS;NFATC2;CDC42;HSPB1;PTK2;MAPKAPK3;VEGFA
261,"Valine, leucine and isoleucine degradation Homo sapiens hsa00280",-0.4401598,-1.2478298,0.16513762,0.814808914992983,41,0.17073171,0.096197546,OXCT1;ACADM;MCCC2;ALDH9A1;ACADSB;PCCB;PCCA
262,Vascular smooth muscle contraction Homo sapiens hsa04270,-0.33065453,-1.0422755,0.40518418,0.814808914992983,81,0.16049382,0.12498106,MYH11;ACTG2;BRAF;PLA2G4C;ARHGEF11;PRKCB;MYL9;CACNA1D;KCNMB2;ADRA1B;PLA2G4A;CALM1;PPP1CA
232,Small cell lung cancer Homo sapiens hsa05222,-0.35687155,-1.1224886,0.2839161,0.814808914992983,73,0.16438356,0.122102715,TP53;AKT2;CHUK;BCL2;TRAF4;TRAF2;MAX;RELA;SKP2;RXRG;PTK2;BIRC2
191,Porphyrin and chlorophyll metabolism Homo sapiens hsa00860,0.4141006,1.1073285,0.31043956,0.814808914992983,19,0.36842105,0.18179063,HMOX2;FECH;COX10;BLVRA;GUSB;UROS;ALAS1
255,Tuberculosis Homo sapiens hsa05152,-0.3663294,-1.2122732,0.12712975,0.814808914992983,112,0.17857143,0.12195122,CREB1;BCL10;AKT2;MRC2;IL1A;BCL2;VDR;MALT1;CASP8;HLA-DMA;IFNGR2;TIRAP;RELA;PLA2R1;PLK3;IL18;CALM1;TCIRG1;TGFB1;TGFB2
241,Systemic lupus erythematosus Homo sapiens hsa05322,-0.5773382,-1.4567921,0.054347824,0.814808914992983,23,0.5652174,0.3227541,GRIN2A;HLA-DMA;C7;SNRPB;C1S;IL10;SNRPD1;SNRPD3;ACTN3;C8G;C2;C4B;ACTN1
242,T cell receptor signaling pathway Homo sapiens hsa04660,-0.32539088,-1.017222,0.43724138,0.814808914992983,74,0.22972973,0.16262688,CBLB;BCL10;CTLA4;AKT2;CHUK;MALT1;SOS1;PLCG1;IL4;KRAS;RELA;MAPK9;NRAS;NFATC2;PTPN6;CDC42;SOS2
243,TGF-beta signaling pathway Homo sapiens hsa04350,-0.42042786,-1.2987577,0.09221902,0.814808914992983,61,0.18032786,0.10869565,BMP2;THBS1;CHRD;AMHR2;E2F4;ID3;TGFB1;RPS6KB1;TGFBR1;INHBA;TGFB2
244,TNF signaling pathway Homo sapiens hsa04668,-0.43046364,-1.3688753,0.036048066,0.814808914992983,84,0.14285715,0.061430085,DNM1L;AKT2;CHUK;CREB3;CASP8;TRAF2;SOCS3;CCL5;RELA;RIPK1;ICAM1;BIRC2
246,Terpenoid backbone biosynthesis Homo sapiens hsa00900,0.41027144,1.1055384,0.3283208,0.814808914992983,20,0.4,0.19088016,NUS1;FDPS;MVK;PDSS1;GGPS1;HMGCS2;HMGCR;ACAT2
247,Thyroid cancer Homo sapiens hsa05216,-0.59427524,-1.496686,0.038709678,0.814808914992983,23,0.5217391,0.21905772,PAX8;TP53;BRAF;TCF7L2;MAPK1;KRAS;NRAS;CCDC6;RXRG;LEF1;NCOA4;CTNNB1
163,Nucleotide excision repair Homo sapiens hsa03420,0.34474528,1.0792181,0.3422619,0.814808914992983,38,0.23684211,0.10505984,POLE3;RFC3;PCNA;GTF2H1;XPA;RBX1;POLE;RPA3;DDB2
234,Sphingolipid signaling pathway Homo sapiens hsa04071,-0.31897703,-1.0390358,0.37801608,0.814808914992983,99,0.2020202,0.1639903,GNAI1;ASAH2;PPP2R5B;TP53;AKT2;BCL2;NOS3;GAB2;PRKCB;TRAF2;SGMS1;PPP2R3C;RAC2;KRAS;RELA;MAPK9;NRAS;S1PR3;TNFRSF1A;SGMS2
236,Staphylococcus aureus infection Homo sapiens hsa05150,-0.5090511,-1.2648382,0.168239,0.814808914992983,21,0.1904762,0.0601424,KRT10;HLA-DMA;C2;ICAM1
238,Steroid biosynthesis Homo sapiens hsa00100,0.575963,1.4776111,0.06435644,0.814808914992983,17,0.4117647,0.21284653,DHCR7;LIPA;TM7SF2;SC5D;LSS;DHCR24;FDFT1
224,Ribosome biogenesis in eukaryotes Homo sapiens hsa03008,-0.33512604,-1.0180043,0.42,0.814808914992983,60,0.21666667,0.13869111,RCL1;PWP2;UTP6;GNL3L;CSNK2A2;HEATR1;XRN1;DKC1;NOL6;GTPBP4;EMG1;UTP18;RPP25
226,Salivary secretion Homo sapiens hsa04970,-0.3503079,-1.0552903,0.38297874,0.814808914992983,54,0.18518518,0.16641419,ADRB3;VAMP2;PRKCB;TRPV6;ADCY9;ADRA1B;CALM1;KCNN4;SLC12A2;ADRB2
227,Salmonella infection Homo sapiens hsa05132,-0.33907998,-1.0378115,0.4,0.814808914992983,61,0.19672132,0.1409635,DYNC2H1;PKN1;NLRC4;IL1A;PKN2;IFNGR2;RELA;IL18;WASL;MAPK9;CDC42;PKN3
230,Shigellosis Homo sapiens hsa05131,0.31869623,1.070022,0.3474026,0.814808914992983,55,0.21818182,0.12710196,NFKBIA;ROCK2;RHOG;DIAPH1;IKBKB;U2AF1;WASF1;BTRC;VCL;PFN2;ATG5;ARPC1B
27,Asthma Homo sapiens hsa05310,-0.60445637,-1.1841345,0.2591944,0.814808914992983,8,0.5,0.25806695,HLA-DMA;IL10;IL4;FCER1G
192,Primary bile acid biosynthesis Homo sapiens hsa00120,0.45271167,1.0968918,0.34866828,0.814808914992983,13,0.30769232,0.17292835,CYP46A1;CYP39A1;SCP2;HSD17B4
211,RNA transport Homo sapiens hsa03013,-0.31640983,-1.0619506,0.33161953,0.814808914992983,129,0.17829457,0.15944554,SENP2;POM121;PHAX;TGS1;UBE2I;NUP93;STRAP;KPNB1;SMN2;NUP160;EIF2B2;RPP21;EIF4G1;EIF4EBP2;RANGAP1;EIF5B;ELAC2;NUP43;EIF3F;RPP25;EIF3E;AAAS;FMR1
212,Rap1 signaling pathway Homo sapiens hsa04015,-0.30494493,-1.0617932,0.34638196,0.814808914992983,178,0.2247191,0.17391305,PARD6B;PRKCI;GNAI1;FGFR4;EFNA3;INSR;SIPA1L3;P2RY1;AKT2;FGF5;BRAF;TEK;THBS1;PGF;PRKCB;PLCG1;FGF8;FGF7;RAC2;KRAS;EFNA2;MAGI1;LPAR3;ADCY9;FGF2;RALGDS;MAGI3;CRK;PARD3;FGF14;CALM1;NRAS;FGF22;SIPA1;PDGFD;FGFR1;CDC42;RRAS;RAP1GAP;VEGFA
213,Ras signaling pathway Homo sapiens hsa04014,-0.2964724,-1.0321062,0.3987879,0.814808914992983,186,0.24731183,0.18118466,FGFR4;EFNA3;INSR;GNG7;SHC4;AKT2;PLCG2;FGF5;TEK;CHUK;PLA2G4C;KDR;PGF;GAB2;PRKCB;RASGRP4;SOS1;RASA4B;PLCG1;FGF8;RGL2;FGF7;RAC2;KRAS;EFNA2;RELA;STK4;FGF2;RALGDS;PLA2G4A;MAPK9;RASA1;FGF14;CALM1;NRAS;FGF22;PDGFD;KSR2;FGFR1;CDC42;RRAS;SOS2;GNG3;SHC3;PTPN11;VEGFA
215,Regulation of autophagy Homo sapiens hsa04140,-0.46657327,-1.1313642,0.320598,0.814808914992983,17,0.3529412,0.14172095,ATG7;GABARAPL1;ATG4C;PRKAA2;PRKAA1;BECN1
202,Protein processing in endoplasmic reticulum Homo sapiens hsa04141,-0.29751036,-1.0108168,0.44114003,0.814808914992983,139,0.19424461,0.17156492,SEC24D;UBE2D1;BCL2;BCAP31;UBE4B;DNAJC5;SEC61A2;SEL1L;UBE2J1;TRAF2;EDEM3;OS9;GANAB;MBTPS2;SSR3;MAPK9;SEC24B;DNAJB12;MAN1A2;HSPA2;XBP1;SEC61B;UBXN6;STT3A;STT3B;SEC31B;MOGS
204,Proximal tubule bicarbonate reclamation Homo sapiens hsa04964,0.4437678,1.1162045,0.32089552,0.814808914992983,16,0.0625,0.0031813362,GLS
205,Purine metabolism Homo sapiens hsa00230,0.30919316,1.2100339,0.065789476,0.814808914992983,132,0.18939394,0.12286017,POLR3E;ADPRM;PRPS1;AK1;ENTPD6;GMPS;POLE3;POLR2K;PDE5A;APRT;PGM2;RRM2;ENTPD3;HDDC3;ADCY7;NME5;POLR3K;POLR1A;POLR1B;IMPDH1;POLE;POLR2I;PDE7B;PRIM2;PDE4B
206,Pyrimidine metabolism Homo sapiens hsa00240,0.36649808,1.3336043,0.036101084,0.814808914992983,83,0.20481928,0.12073928,POLR3E;ENTPD6;POLE3;POLR2K;CAD;RRM2;ENTPD3;NME5;POLR3K;CTPS1;POLR1A;TYMS;UCK2;POLR1B;POLE;POLR2I;PRIM2
90,Gap junction Homo sapiens hsa04540,-0.3822745,-1.1748493,0.21325648,0.814808914992983,67,0.20895523,0.17891228,GNAI1;MAP2K5;TUBA1A;TUBB4B;PRKCB;SOS1;KRAS;ADCY9;NRAS;PDGFD;CDK1;SOS2;TJP1;MAPK7
