,score,score,score,score,score,score,norm,norm,norm,norm,norm,norm,pval,pval,pval,pval,pval,pval
,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
source,,,,,,,,,,,,,,,,,,
Protein export Homo sapiens hsa03060,0.58365774,-0.41283658,0.25731605,-0.5214432,0.51526225,0.3806061,1.075663,-1.1039094,0.7848611,-1.418703,1.2288806,1.2394501,0.3736153,0.30465117,0.7724426,0.08084358,0.10932799,0.1567623
Protein processing in endoplasmic reticulum Homo sapiens hsa04141,0.42603418,-0.29067045,0.24281992,-0.24987374,0.37083134,0.25430894,0.83098704,-1.1003304,0.9472372,-0.97282034,1.0169234,1.0675324,0.943,0.2627551,0.628,0.503937,0.396,0.295
Proteoglycans in cancer Homo sapiens hsa05205,0.5316225,-0.19977695,0.22973928,-0.20446393,0.36026323,0.23151118,1.0386143,-0.76422095,0.9150079,-0.8064415,0.99477696,0.98023343,0.341,0.9182692,0.698,0.87595713,0.526,0.553
Proximal tubule bicarbonate reclamation Homo sapiens hsa04964,0.554211,0.3296964,0.3773317,0.1527214,0.4427112,0.40464446,1.0068715,0.79187244,1.102925,0.4020066,1.0147331,1.2429094,0.5045685,0.7188679,0.3519914,0.9977221,0.44455644,0.18267223
Purine metabolism Homo sapiens hsa00230,0.42402938,0.23438233,0.23571703,-0.18721864,0.3373808,0.25321883,0.82742584,0.8542113,0.90864795,-0.71572363,0.91905874,1.058422,0.937,0.7478849,0.701,0.94796747,0.788,0.333
Pyrimidine metabolism Homo sapiens hsa00240,0.52487653,0.2941088,0.1827527,0.25905687,0.3193992,0.20387761,1.0096189,0.98908883,0.678865,0.950372,0.8493667,0.8118034,0.48,0.4695652,0.9349349,0.5758294,0.912,0.855
Pyruvate metabolism Homo sapiens hsa00620,0.6032481,0.2743174,0.26591325,0.29428017,0.39901274,0.30653736,1.1261119,0.76788473,0.8730726,0.88633835,0.98426163,1.0692775,0.25825825,0.7654321,0.66972476,0.63373494,0.5275275,0.35887095
RIG-I-like receptor signaling pathway Homo sapiens hsa04622,0.57585233,0.257084,0.12616554,0.24541844,0.39523914,0.2715648,1.074052,0.752099,0.43379351,0.7915116,1.0020738,0.98798937,0.35235235,0.8126126,0.9908907,0.7764706,0.4844845,0.49348044
RNA degradation Homo sapiens hsa03018,0.45738438,0.24998389,0.27831408,0.27640596,0.3447366,0.20683932,0.8657163,0.7869672,1.0114529,0.9715185,0.90026635,0.7972304,0.804,0.7768313,0.494,0.47129187,0.774,0.896
RNA polymerase Homo sapiens hsa03020,0.52772087,-0.24763592,0.2438744,-0.3033927,0.2585535,0.1824465,0.9757487,-0.66032714,0.7594751,-0.82818866,0.6157839,0.5995665,0.5515516,0.9147982,0.79267013,0.7054409,0.99098194,0.98043257
RNA transport Homo sapiens hsa03013,0.43616572,0.3035473,0.24122553,-0.20910193,0.31975874,0.22144152,0.8476704,1.1028954,0.9325886,-0.78613055,0.87506574,0.917045,0.914,0.26962456,0.654,0.8885496,0.921,0.732
Rap1 signaling pathway Homo sapiens hsa04015,0.4633311,0.268884,0.21324559,-0.25864196,0.3577324,0.24536619,0.9051575,0.9936437,0.8433562,-1.0177587,0.9841013,1.0311996,0.832,0.42546064,0.817,0.40654206,0.565,0.371
Ras signaling pathway Homo sapiens hsa04014,0.42503843,0.26689026,0.24030383,0.19970211,0.35464525,0.23239651,0.82897186,0.99844396,0.95716137,0.8504644,0.98140293,0.98820287,0.959,0.44173914,0.594,0.8225352,0.583,0.534
Regulation of actin cytoskeleton Homo sapiens hsa04810,0.46832043,0.20424554,0.24051769,-0.2425566,0.36515397,0.24260217,0.9142743,0.76188684,0.95099133,-0.9585963,1.0077128,1.0263706,0.805,0.9204368,0.623,0.5778443,0.445,0.398
Regulation of autophagy Homo sapiens hsa04140,0.63505894,-0.29185468,0.36765438,-0.30411547,0.59613645,0.44094592,1.1212679,-0.69407016,1.0055553,-0.73865336,1.3327757,1.262993,0.33436534,0.8594705,0.4673311,0.77272725,0.07426246,0.15867944
Regulation of lipolysis in adipocytes Homo sapiens hsa04923,0.5648744,0.25049227,0.3531526,-0.2986906,0.3615783,0.27069464,1.0610703,0.73262405,1.2162741,-0.9137081,0.9069631,0.97123253,0.3833834,0.8542435,0.2144309,0.5953654,0.733,0.51814514
Renal cell carcinoma Homo sapiens hsa05211,0.6487143,-0.26544547,0.17179714,0.30949044,0.29953364,0.190634,1.2366228,-0.86149323,0.60985017,1.075634,0.7751563,0.7172651,0.062,0.64788735,0.962963,0.33796296,0.961,0.937
Renin secretion Homo sapiens hsa04924,0.4752456,0.30884865,0.46701765,-0.4408978,0.41858625,0.35157198,0.8857234,0.8834742,1.5927854,-1.3312835,1.0489753,1.2510664,0.729,0.6415094,0.012207528,0.110526316,0.372,0.11758794
Renin-angiotensin system Homo sapiens hsa04614,0.6607406,-0.6035556,0.40521422,-0.70659935,0.8177617,0.62343717,1.1357764,-1.3207663,1.0303537,-1.5297517,1.7107971,1.6518742,0.31263384,0.1908046,0.44079718,0.044280443,0.0010504202,0.018867925
Retinol metabolism Homo sapiens hsa00830,-0.36714134,0.6494609,0.36134526,0.7051864,0.59560424,0.47772115,-1.1615635,1.4810643,1.0077151,1.7118949,1.3161958,1.3710649,0.25,0.06104129,0.46827134,0.010683761,0.06741573,0.08306365
Retrograde endocannabinoid signaling Homo sapiens hsa04723,0.49731642,0.2672011,0.321551,0.18225582,0.3476831,0.23806335,0.9551051,0.8783922,1.1817248,0.6687991,0.91945183,0.942013,0.622,0.6205674,0.2,0.97686374,0.754,0.604
Rheumatoid arthritis Homo sapiens hsa05323,0.46679527,-0.33331054,0.3238013,-0.36747852,0.4298756,0.3406046,0.88981193,-1.1072127,1.1590734,-1.2168745,1.1181356,1.3033677,0.756,0.3002364,0.23771314,0.18666667,0.182,0.06
Ribosome Homo sapiens hsa03010,0.57864976,-0.19897927,0.18229066,-0.2752711,0.38114277,0.25796258,1.1150391,-0.69723725,0.6747934,-0.9816946,1.0178484,1.0292126,0.183,0.971564,0.948,0.47021943,0.431,0.4
Ribosome biogenesis in eukaryotes Homo sapiens hsa03008,0.5514837,0.31127766,0.2411782,0.25095657,0.39524394,0.2987628,1.0467199,0.9839957,0.8666612,0.8688989,1.0278066,1.1467205,0.399,0.46985817,0.715,0.68115944,0.415,0.203
SNARE interactions in vesicular transport Homo sapiens hsa04130,0.43876076,-0.40701553,0.2422709,-0.41929674,0.5488465,0.4534519,0.8123241,-1.1343993,0.774332,-1.217682,1.3359457,1.5495981,0.812,0.27608696,0.7799386,0.20779221,0.036036037,0.013052209
Salivary secretion Homo sapiens hsa04970,0.42816943,0.41115823,0.44403034,-0.28662115,0.40950146,0.2922413,0.80745745,1.2502333,1.5511469,-0.8898059,1.0425835,1.0790255,0.87,0.17876107,0.0050251256,0.634103,0.384,0.31963927
Salmonella infection Homo sapiens hsa05132,0.49117875,0.20969164,0.2725011,-0.17738047,0.40185592,0.28811306,0.9402289,0.66442484,1.004882,-0.6021344,1.0595648,1.1247096,0.67,0.9267462,0.48196393,0.98450947,0.3,0.232
Selenocompound metabolism Homo sapiens hsa00450,0.67593086,-0.2497579,-0.18845633,-0.3577978,0.63634545,0.4585419,1.1800674,-0.5373723,-0.6281523,-0.7683506,1.314427,1.1907815,0.25506938,0.9414226,0.95,0.74401474,0.10774059,0.22043628
Serotonergic synapse Homo sapiens hsa04726,0.50508577,-0.3011164,0.3170166,-0.35762042,0.33024374,0.20483741,0.96363914,-0.9848762,1.1577485,-1.2048718,0.8648314,0.7947593,0.603,0.43908045,0.24297188,0.19532554,0.875,0.88
Shigellosis Homo sapiens hsa05131,0.51582736,0.2010776,0.32100946,-0.25212818,0.37009245,0.24028963,0.97778386,0.6271115,1.163349,-0.83168954,0.97206175,0.92311865,0.562,0.96,0.23046093,0.75816995,0.571,0.658
Signaling pathways regulating pluripotency of stem cells Homo sapiens hsa04550,0.4579769,0.30760363,0.23619726,0.21561126,0.3758252,0.2525988,0.888552,1.0830873,0.90615255,0.8583691,1.0190887,1.0346117,0.827,0.30659536,0.6786787,0.75,0.407,0.39
Small cell lung cancer Homo sapiens hsa05222,0.47540146,-0.23735909,0.20148583,-0.22896437,0.32879165,0.19036989,0.9102501,-0.8096712,0.74466515,-0.8036578,0.87348914,0.75402224,0.738,0.7959641,0.88,0.8141892,0.861,0.94
Sphingolipid metabolism Homo sapiens hsa00600,0.4636259,0.25968385,0.31375027,0.16406476,0.43782532,0.326688,0.8592405,0.7326061,1.050409,0.5125391,1.0858164,1.1573179,0.7693079,0.85658914,0.4208925,1.0,0.2782783,0.21730383
Sphingolipid signaling pathway Homo sapiens hsa04071,0.51168793,0.19815312,0.1503574,0.17848964,0.37516105,0.24983701,0.98581165,0.6894694,0.57532823,0.69000304,1.0087367,1.005341,0.541,0.9598604,0.978,0.97849464,0.453,0.474
Spliceosome Homo sapiens hsa03040,0.48618624,0.2807661,0.25409716,0.26067966,0.3465499,0.22147858,0.94100356,0.9724737,0.9799092,1.0386466,0.94419414,0.9111353,0.685,0.49913344,0.536,0.40166205,0.69,0.703
Staphylococcus aureus infection Homo sapiens hsa05150,0.46777663,-0.6006339,0.48998666,-0.59485,0.51514244,0.34217536,0.8435708,-1.465462,1.4035752,-1.4580687,1.1863508,1.0269389,0.7576375,0.083333336,0.088815786,0.06749556,0.17682926,0.4194237
Starch and sucrose metabolism Homo sapiens hsa00500,0.49958724,-0.27947935,0.42303878,0.30446,0.3958754,0.30306232,0.91213673,-0.7152704,1.2735361,0.8305877,0.91670066,0.9573498,0.63700706,0.8231132,0.18412699,0.6945701,0.6596173,0.5298969
Steroid biosynthesis Homo sapiens hsa00100,0.30975536,0.5692682,0.33032718,0.5158688,0.33846518,0.1806716,0.5506851,1.3771279,0.94824725,1.3243709,0.76660204,0.5418376,0.9704383,0.1278626,0.56365615,0.14537445,0.87386477,0.9904661
Steroid hormone biosynthesis Homo sapiens hsa00140,0.672811,-0.81040514,0.51148415,-0.62509173,0.55802804,0.37813324,1.223713,-2.0624485,1.5515102,-1.6012518,1.3031701,1.1757404,0.18421052,0.0021459227,0.034519956,0.03954802,0.06256307,0.22444679
Synaptic vesicle cycle Homo sapiens hsa04721,0.4235017,0.30276227,0.30971944,0.33209777,0.424255,0.32473785,0.807641,0.9412163,1.099458,1.1288086,1.1000143,1.2321419,0.881,0.51607144,0.3537074,0.24303797,0.218,0.10710711
Systemic lupus erythematosus Homo sapiens hsa05322,0.47514004,-0.29334193,0.4060491,-0.46338555,0.3618424,0.2831238,0.8747877,-0.808376,1.3111733,-1.2905152,0.8797941,0.95633674,0.7294589,0.7312775,0.14035088,0.16433567,0.7687688,0.560529
T cell receptor signaling pathway Homo sapiens hsa04660,0.38325435,0.18455951,0.22063234,0.21812238,0.3122091,0.24092384,0.73806727,0.6105571,0.8187604,0.8164257,0.8313754,0.949728,0.96,0.98630136,0.801,0.8014184,0.93,0.588
TGF-beta signaling pathway Homo sapiens hsa04350,0.47324654,0.2845624,0.24586329,0.33143306,0.48392576,0.37568924,0.90445966,0.89843506,0.8795009,1.1704175,1.2625885,1.4285305,0.719,0.6174377,0.68405217,0.2139535,0.031,0.021
TNF signaling pathway Homo sapiens hsa04668,0.57209235,0.22326122,0.24556334,-0.24889652,0.36129335,0.24289584,1.0915481,0.75136983,0.9235707,-0.8908957,0.9668809,0.97193885,0.259,0.88448274,0.639,0.6554054,0.608,0.547
Taste transduction Homo sapiens hsa04742,0.57879925,-0.4041356,0.4145475,-0.3248131,0.36542425,0.21665396,1.0763295,-1.1503532,1.3750197,-0.95125264,0.90363514,0.7620876,0.379,0.26218098,0.08950617,0.5070422,0.73046094,0.85555553
Terpenoid backbone biosynthesis Homo sapiens hsa00900,0.35069555,0.44453296,0.40720722,0.4215329,0.3934436,0.31762728,0.6302648,1.0991642,1.2091243,1.1316495,0.9128693,0.9923522,0.9369919,0.36313868,0.23734178,0.300905,0.64984864,0.49531737
Thyroid cancer Homo sapiens hsa05216,0.60764515,-0.4778306,0.3333008,-0.47857386,0.32433146,0.20316811,1.1176904,-1.2922771,1.0347145,-1.2591397,0.77251536,0.6614875,0.31695086,0.16150442,0.43659043,0.19257951,0.9017051,0.94358975
Thyroid hormone signaling pathway Homo sapiens hsa04919,0.59417355,-0.26346287,0.2597564,-0.40845257,0.37631044,0.21803065,1.1403964,-0.91840273,0.9731893,-1.4463121,1.0077345,0.864821,0.142,0.55819476,0.545,0.037671234,0.47,0.787
Thyroid hormone synthesis Homo sapiens hsa04918,0.4904995,-0.26740798,0.3537963,-0.35480034,0.41974092,0.3610496,0.92437875,-0.82925385,1.2371569,-1.0855592,1.0704496,1.3331409,0.68,0.6979866,0.1691996,0.33756804,0.302,0.056112226
Tight junction Homo sapiens hsa04530,0.5489657,0.16523814,0.2365662,0.17460562,0.32976076,0.23241372,1.0605932,0.5818048,0.90672433,0.68942505,0.8936516,0.9497334,0.312,1.0,0.711,0.9748603,0.882,0.627
Toll-like receptor signaling pathway Homo sapiens hsa04620,0.5352939,-0.31745946,0.19400255,-0.36292902,0.3553819,0.2582653,1.021635,-1.0300968,0.7041006,-1.2231047,0.9415438,1.005561,0.439,0.38141808,0.888,0.16721854,0.668,0.487
Toxoplasmosis Homo sapiens hsa05145,0.49018764,-0.31572187,0.21153331,-0.33224526,0.33930418,0.2554567,0.9491879,-1.1020265,0.7934688,-1.1809628,0.91317254,1.0262107,0.646,0.27014217,0.8428428,0.2084063,0.795,0.429
Transcriptional misregulation in cancer Homo sapiens hsa05202,0.5920312,0.3189017,0.28549433,0.30061978,0.35982287,0.2247274,1.1488967,1.1259259,1.1000689,1.210272,0.97502834,0.9281719,0.109,0.25938568,0.3,0.11263736,0.585,0.686
Tryptophan metabolism Homo sapiens hsa00380,0.22803761,0.48553222,0.42355508,0.49725753,0.49019444,0.36419538,0.4180477,1.3454206,1.3739928,1.4983627,1.1973637,1.245635,0.998998,0.11531532,0.09016393,0.051764704,0.11923847,0.15182187
Tuberculosis Homo sapiens hsa05152,0.4065803,0.19611749,0.23657754,-0.20753859,0.33754304,0.2228912,0.7862039,0.68646616,0.9036873,-0.76919484,0.9169594,0.91191494,0.969,0.95711833,0.69,0.8962264,0.821,0.722
Type I diabetes mellitus Homo sapiens hsa04940,0.49744132,-0.29900193,0.454027,-0.49089378,0.34840855,-0.19581293,0.88657856,-0.6990763,1.2328893,-1.1380692,0.77238625,-0.7222213,0.66426367,0.8249453,0.22737306,0.30195382,0.86108273,0.92105263
Type II diabetes mellitus Homo sapiens hsa04930,0.5363708,0.12343931,0.16403231,-0.1880152,0.4270815,0.31261966,1.0066063,0.35452193,0.55062366,-0.56033444,1.070483,1.1199086,0.5115115,1.0,0.9613821,0.9756944,0.3113113,0.273
Tyrosine metabolism Homo sapiens hsa00350,0.61552536,0.36149937,0.5154638,0.36246455,0.37207335,0.360627,1.1095265,0.8415843,1.4571673,0.90111446,0.83392495,1.066979,0.34591836,0.6812977,0.057522126,0.60294116,0.7697769,0.3606383
Ubiquitin mediated proteolysis Homo sapiens hsa04120,0.54548043,-0.30462232,0.2703774,-0.27003086,0.3202512,0.21722275,1.0583643,-1.099366,1.0348923,-0.9941877,0.86652315,0.8968997,0.321,0.2657005,0.434,0.45742905,0.925,0.732
VEGF signaling pathway Homo sapiens hsa04370,0.48325515,-0.23988073,0.13595864,-0.32481655,0.37137625,0.21999632,0.9135748,-0.76511335,0.47976273,-1.0231389,0.9582485,0.8190108,0.701,0.84334767,0.9889113,0.43137255,0.625,0.81863725
"Valine, leucine and isoleucine degradation Homo sapiens hsa00280",0.6170475,0.33229965,0.38089573,0.29025316,0.43198422,0.3178584,1.159332,0.98265606,1.3195807,0.9484,1.0959123,1.1638138,0.199,0.4652778,0.10010111,0.5361596,0.248,0.20661986
Vascular smooth muscle contraction Homo sapiens hsa04270,0.5027563,0.2168461,0.22678746,-0.30045432,0.33414757,0.26828226,0.9653854,0.7077283,0.8279754,-1.0201494,0.886782,1.0459473,0.594,0.92449665,0.7717718,0.42487884,0.85,0.369
Vasopressin-regulated water reabsorption Homo sapiens hsa04962,0.41635114,0.34244108,0.1976576,0.27996308,0.41901505,0.28781998,0.7801604,0.98256594,0.6727681,0.89355695,1.0514799,1.0276587,0.856,0.48968107,0.88438135,0.6183908,0.35,0.4288577
Vibrio cholerae infection Homo sapiens hsa05110,0.52046835,0.26511675,0.31148806,0.18698269,0.39886963,0.32835624,0.9853988,0.794979,1.0787828,0.6111183,1.015464,1.2079129,0.5305305,0.76545453,0.37284702,0.9809976,0.458,0.15995976
Viral carcinogenesis Homo sapiens hsa05203,0.49559057,0.27740523,0.20333129,0.19595052,0.33502254,0.22164063,0.96181935,0.99291307,0.7941464,0.7968468,0.918351,0.9300507,0.631,0.46126127,0.896,0.92663044,0.819,0.676
Viral myocarditis Homo sapiens hsa05416,0.4932542,-0.45222458,0.3827,-0.5342129,0.3862508,0.22244196,0.9268129,-1.3446084,1.3200066,-1.6116098,0.9736846,0.80335665,0.6626627,0.13824885,0.11425682,0.018333333,0.58,0.81845534
Vitamin digestion and absorption Homo sapiens hsa04977,0.44836044,-0.38280553,0.35324407,-0.4344143,-0.37906978,-0.37906978,0.8110655,-0.9584758,1.022654,-1.085067,-1.1454188,-1.4976443,0.76821864,0.4989339,0.44919786,0.36594203,0.18181819,0.02173913
Wnt signaling pathway Homo sapiens hsa04310,0.4148555,0.34457204,0.25795516,0.3087334,0.37743062,0.24790755,0.8017594,1.2291809,0.9876838,1.2422047,1.0233973,1.0211259,0.957,0.15319866,0.532,0.10483871,0.384,0.423
alpha-Linolenic acid metabolism Homo sapiens hsa00592,-0.31483096,0.39881402,0.35844487,0.3061881,0.39401108,0.27070788,-0.99563897,0.90848553,0.99410844,0.7625745,0.87380975,0.79010457,0.47058824,0.57438797,0.49452955,0.76445395,0.72375125,0.7703142
beta-Alanine metabolism Homo sapiens hsa00410,0.41090095,0.34037358,0.37079296,-0.32672992,0.3671713,0.25395232,0.75484526,0.9025419,1.1763597,-0.89197284,0.89123166,0.85122645,0.8792757,0.5642857,0.25259876,0.5859107,0.73,0.71049947
cAMP signaling pathway Homo sapiens hsa04024,0.41437876,-0.18420789,0.19807768,-0.25766206,0.37908137,0.2627103,0.803529,-0.67820084,0.7733331,-0.98145103,1.03482,1.0929712,0.968,0.97442454,0.893,0.48335975,0.341,0.232
cGMP-PKG signaling pathway Homo sapiens hsa04022,0.45835015,0.20650108,0.28926206,-0.24587458,0.4296094,0.3104559,0.8882719,0.72966814,1.1145982,-0.9280042,1.1715306,1.2812573,0.835,0.93086004,0.275,0.58615136,0.035,0.031
mRNA surveillance pathway Homo sapiens hsa03015,0.5367081,0.27029443,0.2767297,-0.26591,0.39006507,0.23160008,1.0338898,0.89229345,1.0115224,-0.911984,1.0326915,0.9069382,0.413,0.6224138,0.477,0.6013072,0.374,0.705
mTOR signaling pathway Homo sapiens hsa04150,0.5660938,-0.19124468,0.118591145,-0.24402077,0.34523317,0.23906139,1.0638535,-0.58454734,0.4161571,-0.768469,0.88112855,0.87731385,0.369,0.97849464,0.9949648,0.82905984,0.797,0.71142286
p53 signaling pathway Homo sapiens hsa04115,0.5630675,0.48237613,0.22388805,0.36422074,0.31466025,0.16253884,1.0657061,1.5314857,0.8063878,1.2497721,0.8152793,0.61487836,0.353,0.02877698,0.77911645,0.12887828,0.936,0.99298596
