,Term,ES,NES,NOM p-value,FDR p-value,Set size,Tag %,Rank %,Leading edge
132,Long-term depression Homo sapiens hsa04730,-0.36737746,-1.1351099,0.28301886,0.9774362169206142,35,0.37142858,0.25004837,GNAI1;PRKCB;MAPK1;PLCB4;PLA2G4C;ITPR3;MAP2K1;BRAF;GRM1;NOS1;IGF1;LYN;KRAS
23,Arginine and proline metabolism Homo sapiens hsa00330,-0.3674416,-1.1108574,0.29310346,0.9914857664226013,31,0.38709676,0.26553124,LAP3;SMOX;ARG1;ARG2;GAMT;CNDP1;PYCR1;ALDH18A1;NOS1;GATM;CKMT1A;P4HA2
254,Type I diabetes mellitus Homo sapiens hsa04940,-0.49089378,-1.1380692,0.30195382,0.996811413621328,11,0.27272728,0.083317205,HLA-DMB;CD80;HLA-DMA
244,Terpenoid backbone biosynthesis Homo sapiens hsa00900,0.4215329,1.1316495,0.300905,0.996811413621328,15,0.46666667,0.2339849,FDPS;ACAT2;RCE1;FNTA;GGPS1;IDI1;NUS1
225,Salmonella infection Homo sapiens hsa05132,-0.17738047,-0.6021344,0.98450947,0.9988885510891566,53,0.2264151,0.19256823,MYD88;MAPK8;ARPC4;MYH10;ACTG1;MAPK1;WASL;DYNC2H1;MYH14;NLRC4;KLC4;ROCK2
177,Parkinson's disease Homo sapiens hsa05012,0.21134825,0.80840045,0.85026735,0.9988885510891566,75,0.12,0.07122121,NDUFB8;NDUFA6;UBE2J1;NDUFV3;VDAC1;COX6A1;NDUFA13;CYC1;COX5B
178,Pathogenic Escherichia coli infection Homo sapiens hsa05130,-0.28289655,-0.9106,0.6165541,0.9988885510891566,40,0.35,0.28207856,TUBA1A;CDH1;OCLN;ARPC4;TUBB;ACTG1;TLR4;CTTN;YWHAZ;CTNNB1;NCK2;WASL;TUBB2B;ROCK2
164,One carbon pool by folate Homo sapiens hsa00670,0.3652402,0.9103347,0.56979406,0.9988885510891566,11,0.27272728,0.10431585,MTHFD1;TYMS;MTHFS
166,Osteoclast differentiation Homo sapiens hsa04380,-0.29880777,-1.0647006,0.35075885,0.9988885510891566,72,0.33333334,0.23708148,CREB1;GAB2;FOSB;RELB;TGFBR1;IFNAR1;MAPK8;SQSTM1;PLCG2;PPP3R1;MAPK1;FHL2;SIRPG;TGFB1;PIK3R5;STAT1;NFATC1;MAP2K1;NFKBIA;TNFSF11;AKT2;JAK1;SOCS3;NCF2
167,Other glycan degradation Homo sapiens hsa00511,0.35580948,0.7508958,0.7782516,0.9988885510891566,6,0.33333334,0.11399265,MANBA;MAN2B2
